22,0.17680386602232961
33,0.18636325886554272
44,0.1820240231948088
55,0.18995138658711744
66,0.19708654670094258
77,0.20574857518632178
88,0.22054430345054402
99,0.23926244893452578
75s,0.13256268451910683
AQo,0.23230311830187375
Q4o,0.13010140642701223
AJo,0.21294996037428918
J5o,0.11722183828610919
A6o,0.1750764843501253
T7o,0.11631848748759784
64o,0.08499361784782729
T5o,0.10899644365414536
74s,0.12624090006618133
K6o,0.15070669669379239
J2o,0.11397664787600936
82o,0.08967823047484837
75o,0.09208716227370274
52o,0.08112335289558188
T7s,0.15418136542851213
T2s,0.1425172197871008
J9o,0.13663371796462495
T4o,0.10849491516093963
K8o,0.15782931174983772
83o,0.09346233586731167
95s,0.13794528473427556
85o,0.09242577761738865
AKo,0.2533344425033968
84o,0.09397348443173066
Q2o,0.1273775295808913
43o,0.07891276969705358
52s,0.12088686282635723
95o,0.10201626286093594
J3o,0.11799499716690391
AA,0.4892585656053762
Q7o,0.13841964112914373
73o,0.08725045184255184
96o,0.10487083033689218
K4o,0.14768960811074283
QJo,0.17131815044858523
72o,0.08713561470215463
J8o,0.1296377486710144
A8o,0.18595436345751534
K9o,0.16915546706487472
87o,0.10083998898375103
93o,0.09836177848396022
J7s,0.16084377059986815
AKs,0.2869422167386387
82s,0.12830882352941175
62s,0.1227575920785516
K3s,0.18617390948857365
KQs,0.23992568125516103
32o,0.07759176230238712
Q5o,0.13075516649121835
A7o,0.17937300596476627
A8s,0.2200157213189359
54o,0.0815123278634452
86s,0.13517060367454067
74o,0.08841539789016617
KJo,0.19208002759572265
KQo,0.2069208356922907
Q6s,0.16802212772984354
K2s,0.18049749596457101
T3o,0.10614843543656255
86o,0.09687504322926033
98o,0.1129903590425532
K7o,0.15587754148165459
A4s,0.210841878928217
T9o,0.12698325101404487
T2o,0.10482604743409636
94s,0.13932054885104975
KJs,0.22585257138051384
T8o,0.12040017761003496
J4o,0.11525699100910104
J7o,0.12461412810254849
A5o,0.1729087609305395
A3o,0.16640323877658542
K5o,0.14805775038265834
K2o,0.14549200160382705
63o,0.08440336734553744
Q6o,0.13228405212320532
76o,0.09494485421308277
94o,0.10016357163475416
JTo,0.1463990391915957
QTo,0.161497919556172
T6o,0.1131365222067482
K7s,0.19188465499485066
J6o,0.12310639998897267
Q3o,0.12750722273676063
KTo,0.17767870698817131
A9o,0.19423119407931072
J6s,0.1554170425654064
62o,0.08336555991381692
K3o,0.1465877919702973
53o,0.08254401566226854
42s,0.11515530539920783
TT,0.2694686148962951
42o,0.07926080295899637
32s,0.115010395010395
96s,0.13991242564441506
97o,0.1089915247218618
ATo,0.20100446738255778
63s,0.12096606287736832
Q9o,0.1514335804309714
QQ,0.3479950048563896
97s,0.145236508994004
J9s,0.17172264355362946
Q5s,0.16444701795020267
K5s,0.18088186631369954
76s,0.134325230511316
JTs,0.18267017428477475
Q8s,0.17653645185369496
92o,0.09950248756218906
A4o,0.17097407264083145
87s,0.14126655629139073
T6s,0.14703321308620476
98s,0.15276145710928318
93s,0.13687520688513738
Q3s,0.16344201847785558
J3s,0.15731215537815818
T4s,0.14805281076143817
KK,0.4122794871084771
JJ,0.3065480289799179
J5s,0.15996521595097105
43s,0.12070669631826043
A2o,0.16858813470502249
65o,0.08698466029577814
Q8o,0.14213993920470958
T9s,0.15847062739224496
84s,0.12981930219002416
A5s,0.2073634690120679
J8s,0.17113256220354497
J2s,0.1511151570323168
K4s,0.17947770386794776
A6s,0.21206338670870323
Q2s,0.1625340937267543
KTs,0.21764705882352942
T5s,0.14731440867334272
54s,0.12218543046357616
K9s,0.20265379975874548
QTs,0.19835125748001842
AQs,0.271993005537283
A9s,0.23120449344705638
73s,0.12585659368209928
64s,0.12368442860694456
K6s,0.18597117820507497
A2s,0.20268250145336766
T3s,0.1437738036098692
A7s,0.21634476198353944
83s,0.13123359580052493
Q4s,0.164593340723406
T8s,0.15743025638880756
92s,0.13608671904541825
ATs,0.23748438150770512
Q9s,0.18562924108072104
Q7s,0.17568353694008143
65s,0.1264908588172176
AJs,0.2538774838523882
A3s,0.20916597853014038
QJs,0.20545099505588102
85s,0.133843452082288
J4s,0.15413095931441884
K8s,0.19831571994715985
53s,0.12115304852758192
72s,0.12665549036043589
